playerId,2022,2021,2020,2019,2018,2017,2016,2015,2014
1447,4.0 Cr,4.0 Cr,4.0 Cr,4.0 Cr,8.0 Cr,8.0 Cr,7.50 Cr,7.50 Cr,0
8181,--,--,--,--,--,--,--,--,0
8989,9.20 Cr,4.80 Cr,4.80 Cr,6.20 Cr,6.20 Cr,55.0 L,55.0 L,--,--
6534,2.0 Cr,2.0 Cr,--,--,1.50 Cr,1.0 Cr,--,--,--
702,1.10 Cr,1.10 Cr,1.10 Cr,--,2.0 Cr,3.80 Cr,1.50 Cr,1.50 Cr,0
1454,--,4.0 Cr,4.0 Cr,4.0 Cr,4.0 Cr,3.50 Cr,3.50 Cr,3.50 Cr,4.75 Cr
12094,7.50 Cr,1.20 Cr,1.20 Cr,1.20 Cr,1.20 Cr,--,--,--,--
13162,20.0 L,20.0 L,--,--,--,--,--,--,0
9585,9.25 Cr,4.20 Cr,4.20 Cr,4.20 Cr,4.20 Cr,5.0 Cr,--,--,--
8808,9.0 Cr,5.0 Cr,5.0 Cr,5.0 Cr,12.50 Cr,75.0 L,75.0 L,75.0 L,75.0 L
10744,16.0 Cr,8.0 Cr,8.0 Cr,8.0 Cr,8.0 Cr,1.90 Cr,1.90 Cr,--,--
11158,--,--,--,--,--,--,--,--,--
9789,8.50 Cr,7.75 Cr,7.75 Cr,4.20 Cr,--,--,--,--,--
1446,8.25 Cr,5.20 Cr,5.20 Cr,5.20 Cr,5.20 Cr,12.50 Cr,12.50 Cr,12.50 Cr,12.50 Cr
1593,5.0 Cr,7.60 Cr,7.60 Cr,7.60 Cr,7.60 Cr,7.50 Cr,7.50 Cr,7.50 Cr,7.50 Cr
8733,17.0 Cr,11.0 Cr,11.0 Cr,11.0 Cr,11.0 Cr,--,1.0 Cr,1.0 Cr,1.0 Cr
13217,4.0 Cr,20.0 L,20.0 L,20.0 L,--,--,--,--,--
9395,--,--,--,--,--,--,--,--,0
8925,9.25 Cr,6.20 Cr,6.20 Cr,6.20 Cr,2.0 Cr,--,--,--,0
9427,5.75 Cr,50.0 L,3.60 Cr,3.60 Cr,3.60 Cr,--,--,--,--
9429,20.0 L,25.0 L,25.0 L,25.0 L,1.75 Cr,--,50.0 L,50.0 L,--
7662,11.0 Cr,14.25 Cr,10.75 Cr,--,9.0 Cr,6.0 Cr,6.0 Cr,6.0 Cr,6.0 Cr
12071,--,1.50 Cr,4.0 Cr,4.0 Cr,4.0 Cr,--,--,--,--
12779,30.0 L,30.0 L,30.0 L,--,--,--,--,--,0
9406,10.75 Cr,4.20 Cr,4.20 Cr,4.20 Cr,--,30.0 L,--,--,--
14254,60.0 L,55.0 L,4.80 Cr,4.80 Cr,--,--,--,--,--
10357,20.0 L,30.0 L,20.0 L,20.0 L,--,10.0 L,10.0 L,10.0 L,--
14659,4.0 Cr,2.0 Cr,2.0 Cr,--,--,--,--,--,--
11404,25.0 L,20.0 L,20.0 L,--,--,--,--,--,--
8983,50.0 L,50.0 L,--,--,--,--,--,1.0 Cr,0
8257,50.0 L,5.60 Cr,5.60 Cr,5.60 Cr,4.0 Cr,4.0 Cr,75.0 L,75.0 L,0
7909,6.25 Cr,4.80 Cr,4.80 Cr,4.80 Cr,3.0 Cr,--,4.25 Cr,4.25 Cr,4.25 Cr
6319,1.40 Cr,1.40 Cr,1.40 Cr,1.40 Cr,--,--,--,--,0
6532,3.0 Cr,3.0 Cr,--,1.0 Cr,50.0 L,--,--,--,0
14452,3.80 Cr,20.0 L,20.0 L,20.0 L,--,--,--,--,--
8796,1.60 Cr,20.0 L,20.0 L,20.0 L,2.20 Cr,1.0 Cr,4.50 Cr,--,--
2195,12.0 Cr,1.0 Cr,1.0 Cr,1.0 Cr,1.0 Cr,1.60 Cr,1.60 Cr,1.60 Cr,1.60 Cr
624,5.25 Cr,5.25 Cr,--,--,2.0 Cr,1.50 Cr,1.50 Cr,--,0
8095,7.25 Cr,15.50 Cr,15.50 Cr,--,5.40 Cr,4.50 Cr,--,1.0 Cr,1.0 Cr
10162,--,--,--,--,--,--,--,--,0
8292,2.0 Cr,5.80 Cr,5.80 Cr,5.80 Cr,5.80 Cr,40.0 L,40.0 L,40.0 L,40.0 L
12092,1.10 Cr,3.20 Cr,3.20 Cr,3.20 Cr,3.20 Cr,--,--,--,--
2276,6.0 Cr,12.50 Cr,12.50 Cr,12.50 Cr,12.50 Cr,9.50 Cr,9.50 Cr,9.50 Cr,9.50 Cr
9204,8.0 Cr,3.40 Cr,3.40 Cr,3.40 Cr,3.40 Cr,10.0 L,10.0 L,10.0 L,--
8944,20.0 L,20.0 L,20.0 L,--,--,--,10.0 L,10.0 L,0
11808,8.0 Cr,1.80 Cr,1.80 Cr,1.80 Cr,1.80 Cr,--,--,--,--
10896,80.0 L,80.0 L,80.0 L,80.0 L,10.0 L,--,--,--,0
12926,8.0 Cr,4.0 Cr,4.0 Cr,8.40 Cr,--,--,--,--,--
11450,--,--,--,--,--,--,--,--,0
9012,8.50 Cr,60.0 L,60.0 L,3.40 Cr,3.40 Cr,10.0 L,--,--,--
12345,7.25 Cr,3.0 Cr,3.0 Cr,3.0 Cr,3.0 Cr,--,--,--,--
7736,12.0 Cr,8.50 Cr,8.50 Cr,8.50 Cr,8.50 Cr,--,60.0 L,60.0 L,60.0 L
10551,10.0 Cr,20.0 L,20.0 L,20.0 L,20.0 L,--,--,--,--
9295,--,--,--,--,--,--,--,--,0
145,5.50 Cr,7.40 Cr,7.40 Cr,7.40 Cr,7.40 Cr,2.30 Cr,2.30 Cr,10.50 Cr,12.50 Cr
10692,10.0 Cr,1.60 Cr,1.60 Cr,1.60 Cr,--,50.0 L,--,--,--
576,16.0 Cr,15.0 Cr,15.0 Cr,15.0 Cr,15.0 Cr,12.50 Cr,12.50 Cr,12.50 Cr,12.50 Cr
8117,8.0 Cr,2.20 Cr,2.20 Cr,2.20 Cr,2.20 Cr,5.0 Cr,3.80 Cr,3.80 Cr,--
12087,5.25 Cr,1.90 Cr,1.90 Cr,1.90 Cr,1.90 Cr,10.0 L,--,--,--
8520,6.75 Cr,2.80 Cr,2.80 Cr,2.80 Cr,2.80 Cr,3.50 Cr,3.50 Cr,3.50 Cr,3.50 Cr
10276,15.25 Cr,6.20 Cr,6.20 Cr,6.20 Cr,6.20 Cr,35.0 L,35.0 L,--,--
7752,2.0 Cr,2.0 Cr,9.60 Cr,9.60 Cr,1.30 Cr,1.30 Cr,1.30 Cr,1.30 Cr,0
9647,15.0 Cr,11.0 Cr,11.0 Cr,11.0 Cr,11.0 Cr,10.0 L,10.0 L,10.0 L,--
657,6.0 Cr,5.40 Cr,5.40 Cr,5.40 Cr,5.40 Cr,7.50 Cr,7.50 Cr,7.50 Cr,7.50 Cr
12344,20.0 L,20.0 L,20.0 L,20.0 L,--,--,--,--,0
6315,20.0 L,20.0 L,20.0 L,20.0 L,25.0 L,25.0 L,1.6 Cr,1.60 Cr,0
8182,50.0 L,50.0 L,50.0 L,50.0 L,10.0 L,10.0 L,10.0 L,10.0 L,0
7915,8.0 Cr,3.20 Cr,3.20 Cr,3.20 Cr,3.20 Cr,70.0 L,70.0 L,70.0 L,70.0 L
1601,50.0 L,50.0 L,--,50.0 L,30.0 L,70.0 L,70.0 L,70.0 L,0
13748,--,2.0 Cr,2.0 Cr,2.0 Cr,--,--,--,--,0
11311,8.25 Cr,8.80 Cr,8.80 Cr,8.80 Cr,8.80 Cr,2.0 Cr,2.0 Cr,--,--
1451,75.0 L,75.0 L,75.0 L,75.0 L,2.30 Cr,2.30 Cr,1.10 Cr,1.10 Cr,0
9311,12.0 Cr,7.0 Cr,7.0 Cr,7.0 Cr,7.0 Cr,1.20 Cr,1.20 Cr,1.20 Cr,1.20 Cr
10947,--,80.0 L,80.0 L,80.0 L,--,--,--,--,--
2250,--,2.20 Cr,12.50 Cr,12.50 Cr,12.50 Cr,4.0 Cr,4.0 Cr,4.0 Cr,4.0 Cr
14696,20.0 L,--,--,--,--,--,--,--,0
11540,7.20 Cr,7.20 Cr,7.20 Cr,7.20 Cr,--,--,--,--,0
13940,4.0 Cr,2.40 Cr,2.40 Cr,--,--,--,--,--,--
13136,4.0 Cr,1.30 Cr,1.30 Cr,--,--,--,--,--,--
12627,2.0 Cr,2.0 Cr,20.0 L,20.0 L,--,--,--,--,0
12305,3.80 Cr,20.0 L,20.0 L,20.0 L,--,--,--,--,--
8271,14.0 Cr,8.0 Cr,8.0 Cr,8.0 Cr,8.0 Cr,4.20 Cr,4.20 Cr,4.0 Cr,4.0 Cr
11442,--,50.0 L,--,--,--,--,--,--,0
6327,3.0 Cr,3.0 Cr,8.40 Cr,11.50 Cr,30.0 L,1.60 Cr,1.10 Cr,2.80 Cr,0
8358,20.0 L,20.0 L,20.0 L,1.10 Cr,4.0 Cr,4.0 Cr,4.0 Cr,4.0 Cr,0
527,2.0 Cr,3.0 Cr,3.0 Cr,6.40 Cr,6.40 Cr,5.0 Cr,5.0 Cr,5.0 Cr,5.0 Cr
9617,--,--,--,--,--,--,--,--,0
9693,9.0 Cr,3.0 Cr,3.0 Cr,3.0 Cr,3.0 Cr,25.0 L,--,10.0 L,10.0 L
10919,--,--,--,--,--,--,--,--,0
8924,50.0 L,--,--,--,--,--,--,--,--
6349,--,75.0 L,75.0 L,3.0 Cr,3.0 Cr,12.50 Cr,12.50 Cr,12.50 Cr,12.50 Cr
10954,20.0 L,20.0 L,20.0 L,20.0 L,--,--,--,--,0
9746,75.0 L,20.0 L,20.0 L,20.0 L,20.0 L,10.0 L,10.0 L,10.0 L,10.0 L
2258,10.0 Cr,4.40 Cr,4.40 Cr,4.40 Cr,4.40 Cr,3.80 Cr,3.80 Cr,--,--
13135,3.40 Cr,80.0 L,80.0 L,--,--,--,--,--,--
6293,--,--,--,--,--,--,--,--,0
1413,15.0 Cr,17.0 Cr,17.0 Cr,17.0 Cr,17.0 Cr,12.50 Cr,12.50 Cr,12.50 Cr,12.50 Cr
7910,6.50 Cr,6.0 Cr,6.0 Cr,6.0 Cr,6.0 Cr,10.0 L,10.0 L,10.0 L,10.0 L
1643,--,--,--,--,--,--,--,--,0
10808,7.0 Cr,2.60 Cr,2.60 Cr,2.60 Cr,2.60 Cr,2.60 Cr,--,--,--
8281,50.0 L,1.0 Cr,1.0 Cr,1.0 Cr,1.0 Cr,8.50 Cr,10.0 L,10.0 L,0
9715,3.0 Cr,3.0 Cr,3.0 Cr,3.0 Cr,--,--,--,--,0
10945,8.75 Cr,3.20 Cr,3.20 Cr,3.20 Cr,3.20 Cr,--,--,--,--
8642,--,1.50 Cr,1.50 Cr,--,--,30.0 L,30.0 L,--,--
1858,--,1.0 Cr,4.20 Cr,4.20 Cr,4.20 Cr,2.60 Cr,2.60 Cr,2.60 Cr,2.60 Cr
1920,--,--,--,--,--,--,--,--,0
14606,2.40 Cr,20.0 L,20.0 L,--,--,--,--,--,--
13172,20.0 L,20.0 L,--,--,--,--,--,--,0
13088,7.75 Cr,20.0 L,20.0 L,20.0 L,--,--,--,--,--
8298,--,50.0 L,50.0 L,75.0 L,1.30 Cr,1.30 Cr,1.30 Cr,1.30 Cr,0
11195,4.40 Cr,5.0 Cr,5.0 Cr,--,--,--,--,--,0
6692,8.0 Cr,7.0 Cr,1.70 Cr,1.70 Cr,1.70 Cr,--,--,--,--
1739,6.25 Cr,12.50 Cr,12.50 Cr,12.50 Cr,--,5.50 Cr,5.50 Cr,5.50 Cr,5.50 Cr
12086,6.50 Cr,55.0 L,55.0 L,55.0 L,55.0 L,--,--,--,--
9785,50.0 L,50.0 L,--,--,--,--,--,--,0
10267,30.0 L,95.0 L,95.0 L,95.0 L,95.0 L,85.0 L,--,--,--
1807,1.0 Cr,1.0 Cr,1.0 Cr,1.0 Cr,1.0 Cr,--,--,--,0
1828,3.80 Cr,3.80 Cr,3.80 Cr,3.80 Cr,10.0 L,10.0 L,10.0 L,45.0 L,0
7906,3.20 Cr,3.20 Cr,3.20 Cr,3.20 Cr,85.0 L,85.0 L,85.0 L,85.0 L,0
1836,4.60 Cr,11.0 Cr,11.0 Cr,11.0 Cr,11.0 Cr,1.70 Cr,1.70 Cr,1.70 Cr,1.70 Cr
10738,15.0 Cr,9.0 Cr,9.0 Cr,9.0 Cr,9.0 Cr,4.0 Cr,--,--,--
11631,--,--,--,--,--,--,--,--,0
9572,--,--,--,--,--,--,--,--,0
6326,14.0 Cr,3.0 Cr,3.0 Cr,3.0 Cr,3.0 Cr,60.0 L,60.0 L,60.0 L,--
10213,1.90 Cr,1.90 Cr,--,--,--,--,--,--,0
8204,3.20 Cr,3.20 Cr,3.20 Cr,3.20 Cr,35.0 L,35.0 L,--,10.0 L,0
8356,3.0 Cr,3.0 Cr,3.0 Cr,3.0 Cr,85.0 L,85.0 L,85.0 L,85.0 L,0
1465,--,1.20 Cr,1.20 Cr,1.20 Cr,5.0 Cr,2.20 Cr,2.20 Cr,2.20 Cr,2.20 Cr
13113,--,--,--,--,--,--,--,--,0
10225,4.0 Cr,40.0 L,40.0 L,40.0 L,40.0 L,3.0 Cr,--,--,--
3007,--,1.0 Cr,1.0 Cr,1.0 Cr,1.0 Cr,30.0 L,--,--,--
8313,8.75 Cr,75.0 L,75.0 L,--,--,--,70.0 L,--,75.0 L
12089,20.0 L,1.90 Cr,1.90 Cr,--,--,--,--,--,--
6507,6.75 Cr,2.20 Cr,2.20 Cr,2.20 Cr,--,--,--,--,--
10952,3.0 Cr,3.0 Cr,3.0 Cr,3.0 Cr,10.0 L,10.0 L,--,--,0
14628,4.0 Cr,20.0 L,20.0 L,--,--,--,--,--,--
1448,50.0 L,--,--,--,--,--,--,1.90 Cr,0
9244,20.0 L,--,--,--,--,--,--,--,0
7990,--,2.0 Cr,--,1.0 Cr,1.0 Cr,30.0 L,30.0 L,--,--
10484,20.0 L,--,--,--,35.0 L,35.0 L,--,--,0
11893,--,20.0 L,--,--,--,--,--,--,--
9443,50.0 L,50.0 L,--,--,--,--,--,--,0
544,--,3.20 Cr,--,2.0 Cr,2.0 Cr,2.80 Cr,2.80 Cr,2.80 Cr,2.80 Cr
8846,60.0 L,20.0 L,--,--,--,15.0 L,15.0 L,15.0 L,--
15861,20.0 L,--,--,--,--,--,--,--,0
8118,75.0 L,--,2.20 Cr,2.20 Cr,50.0 L,50.0 L,80.0 L,80.0 L,0
10917,8.0 Cr,20.0 L,--,--,--,--,--,--,--
7625,3.20 Cr,75.0 L,--,75.0 L,70.0 L,70.0 L,70.0 L,--,0
14565,20.0 L,20.0 L,--,--,--,--,--,--,0
6660,--,--,--,--,--,--,--,--,0
10226,9.0 Cr,5.25 Cr,--,--,--,--,--,--,--
12226,--,--,--,--,--,--,--,--,0
1437,4.20 Cr,1.0 Cr,1.0 Cr,--,--,1.0 Cr,1.0 Cr,1.0 Cr,0
8107,30.0 L,20.0 L,20.0 L,--,--,--,10.0 L,90.0 L,0
15480,20.0 L,--,--,--,--,--,--,--,0
9863,2.0 Cr,1.0 Cr,--,--,2.20 Cr,1.40 Cr,1.40 Cr,--,--
13494,1.20 Cr,--,--,--,--,--,--,--,0
10045,75.0 L,--,--,--,--,--,--,--,0
13537,20.0 L,--,--,--,--,--,--,--,0
10693,--,--,--,--,--,--,--,--,0
8709,20.0 L,--,--,20.0 L,10.0 L,10.0 L,--,--,0
10636,--,20.0 L,--,--,--,--,--,--,--
12669,20.0 L,--,--,--,--,--,--,--,0
13169,20.0 L,--,--,--,--,--,--,--,0
8393,--,--,--,--,--,--,--,--,0
10926,10.75 Cr,--,--,--,--,--,--,--,--
1726,4.20 Cr,8.50 Cr,8.50 Cr,8.50 Cr,8.50 Cr,4.25 Cr,4.25 Cr,4.25 Cr,4.25 Cr
13866,--,--,--,--,--,--,--,--,0
13213,--,--,--,--,--,--,--,--,0
1649,--,--,--,--,--,--,--,--,--
14172,--,--,--,--,--,--,--,--,0
1472,--,--,--,--,--,--,--,--,0
11220,--,--,--,--,--,--,--,--,0
11595,3.0 Cr,20.0 L,20.0 L,--,--,--,--,--,--
15452,30.0 L,--,--,--,--,--,--,--,--
13750,--,--,--,--,--,--,--,--,0
9838,--,--,--,--,--,--,--,--,0
18504,--,--,--,--,--,--,--,--,0
16458,--,--,--,--,--,--,--,--,0
13184,--,--,--,--,--,--,--,--,0
12805,--,--,--,--,--,--,--,--,0
11445,--,--,--,--,--,--,--,--,0
9863,2.0 Cr,1.0 Cr,--,--,2.20 Cr,1.40 Cr,1.40 Cr,--,--
6250,6.50 Cr,--,--,--,--,--,--,--,--
12813,--,--,--,--,--,--,--,--,0
9624,--,--,--,--,--,--,--,--,0
1057,--,--,1.0 Cr,1.0 Cr,2.50 Cr,2.50 Cr,1.21 Cr,1.20 Cr,0
9500,--,--,--,--,--,--,--,--,0
8579,--,--,--,--,--,--,--,--,0
8440,--,--,--,--,--,--,--,--,0
18738,--,--,--,--,--,--,--,--,0
13907,--,--,--,--,--,--,--,--,0
14504,--,--,--,--,--,--,--,--,0
12337,--,--,--,--,--,--,--,--,0
20538,3.0 Cr,--,--,--,--,--,--,--,--
14190,--,--,--,--,--,--,--,--,0
7860,--,--,--,--,--,--,--,--,0
14595,--,--,--,--,--,--,--,--,0
11054,--,--,--,--,--,--,--,--,0
7869,--,--,--,--,--,--,--,--,0
10214,20.0 L,--,--,--,--,--,--,--,--
11215,--,--,--,--,--,--,--,--,0
22601,--,--,--,--,--,--,--,--,0
8616,--,--,--,--,--,--,--,--,0
9554,--,--,--,--,--,--,--,--,0
14336,--,--,--,--,--,--,--,--,0
11221,--,--,--,--,--,--,--,--,0
12639,--,--,--,--,--,--,--,--,0
10353,30.0 L,20.0 L,--,--,--,80.0 L,80.0 L,2.40 Cr,--
10713,--,--,--,--,--,--,--,--,0
12669,20.0 L,--,--,--,--,--,--,--,0
11172,--,--,--,--,--,--,--,--,0
14726,20.0 L,--,--,--,--,--,--,--,--
6592,--,--,--,--,--,--,--,--,0
9582,--,--,--,--,--,--,--,--,0
19027,4.0 Cr,--,--,--,--,--,--,--,--
13646,--,--,--,--,--,--,--,--,0
8136,--,--,--,--,--,--,--,--,0
