playerId,Player name,2022,2021,2020,2019,2018,2017,2016,2015,2014
12669,Suyash Prabhudessai,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12669,Suyash Prabhudessai,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13169,Tim David,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8393,Dushmantha Chameera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10926,Wanindu Hasaranga,107.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1726,Bhuvneshwar Kumar,42.0,85.0,85.0,85.0,85.0,42.5,42.5,42.5,42.5
13866,Sai Sudharshan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13213,Rahmanullah Gurbaz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1649,Matthew Wade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14172,Yash Dayal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1472,Pradeep Sangwan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11220,Alzarri Joseph,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15452,Noor Ahmad,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13750,Dominic Drakes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9838,Devon Conway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18504,Maheesh Theekshana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16458,Matheesha Pathirana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13184,Mukesh Choudhary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12805,Prashant Solanki,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11445,Rovman Powell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6250,Mitchell Marsh	,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12813,Abhijeet Tomar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9624,Baba Indrajith,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1057,Tim Southee,0.0,0.0,10.0,10.0,25.0,25.0,12.1,12.0,12.0
9500,Chamika Karunaratne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8579,Evin Lewis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8440,Kyle Mayers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18738,Karan Sharma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13907,Ayush Badoni,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14504,Tilak Varma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12337,Ramandeep Singh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20538,Dewald Brevis,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14190,Kumar Kartikeya Singh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7860,Tymal Mills,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14595,Hrithik Shokeen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11054,Prerak Mankad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7869,Bhanuka Rajapaksa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10214,Jitesh Sharma,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11215,Odean Smith,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22601,Raj Bawa	,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8616,Rishi Dhawan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9554,Rassie van der Dussen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14336,Kuldeep Sen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11221,Obed McCoy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12639,Tejas Baroka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10353,KC Cariappa,3.0,2.0,0.0,0.0,0.0,8.0,8.0,24.0,0.0
10713,Daryl Mitchell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11172,Finn Allen ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14726,Akash Deep,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6592,David Willey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9582,Aiden Markram,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19027,Umran Malik,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13646,Romario Shepherd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8136,Sean Abbott,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
