playerId,Player name,2022,2021,2020,2019,2018,2017,2016,2015,2014,auctionStatus,country,role
8709.0,Sachin Baby,20.0 L,0,0,20.0 L,10.0 L,10.0 L,0,0,0,unsold,India,Batter
10636.0,Rajat Patidar,0,20.0 L,0,0,0,0,0,0,0,unsold,India,Batter
12669.0,Suyesh Prabhudessai,20.0 L,0,0,0,0,0,0,0,0,sold,India,Batter
12669.0,Suyesh Prabhudessai,20.0 L,0,0,0,0,0,0,0,0,sold,India,Batter
12669.0,Suyash Prabhudessai,20.0 L,0,0,0,0,0,0,0,0,sold,India,Batter
12669.0,Suyash Prabhudessai,20.0 L,0,0,0,0,0,0,0,0,sold,India,Batter
13169.0,Tim David,20.0 L,0,0,0,0,0,0,0,0,sold,Singapore,Allrounder
8393.0,Dushmantha Chameera,0,0,0,0,0,0,0,0,0,sold,Sri Lanka,Bowler
10926.0,Wanindu Hasaranga,10.75 Cr,0,0,0,0,0,0,0,0,sold,Sri Lanka,Allrounder
1726.0,Bhuvneshwar Kumar,4.20 Cr,8.50 Cr,8.50 Cr,8.50 Cr,8.50 Cr,4.25 Cr,4.25 Cr,4.25 Cr,4.25 Cr,sold,India,Bowler
13866.0,Sai Sudharshan,0,0,0,0,0,0,0,0,0,sold,India,Batter
13213.0,Rahmanullah Gurbaz,0,0,0,0,0,0,0,0,0,unsold,Afghanistan,WK-Batter
1649.0,Matthew Wade,0,0,0,0,0,0,0,0,0,sold,Australia,WK-Batter
14172.0,Yash Dayal,0,0,0,0,0,0,0,0,0,sold,India,Bowler
1472.0,Pradeep Sangwan,0,0,0,0,0,0,0,0,0,sold,India,Bowler
11220.0,Alzarri Joseph,0,0,0,0,0,0,0,0,0,sold,West Indies,Bowler
15452.0,Noor Ahmad,30.0 L,0,0,0,0,0,0,0,0,sold,Afghanistan,Bowler
13750.0,Dominic Drakes,0,0,0,0,0,0,0,0,0,sold,West Indies,Allrounder
9838.0,Devon Conway,0,0,0,0,0,0,0,0,0,sold,New Zealand,Batter
18504.0,Maheesh Theekshana,0,0,0,0,0,0,0,0,0,sold,Sri Lanka,Bowler
16458.0,Matheesha Pathirana,0,0,0,0,0,0,0,0,0,unsold,Sri Lanka,Bowler
13184.0,Mukesh Choudhary,0,0,0,0,0,0,0,0,0,sold,India,Bowler
12805.0,Prashant Solanki,0,0,0,0,0,0,0,0,0,sold,India,Bowler
11445.0,Rovman Powell,0,0,0,0,0,0,0,0,0,sold,West Indies,Batter
6250.0,Mitchell Marsh	,6.50 Cr,0,0,0,0,0,0,0,0,sold,Australia,Allrounder
12813.0,Abhijeet Tomar,0,0,0,0,0,0,0,0,0,sold,India,Batter
9624.0,Baba Indrajith,0,0,0,0,0,0,0,0,0,sold,India,Batter
1057.0,Tim Southee,0,0,1.0 Cr,1.0 Cr,2.50 Cr,2.50 Cr,1.21 Cr,1.20 Cr,0,sold,New Zealand,Bowler
9500.0,Chamika Karunaratne,0,0,0,0,0,0,0,0,0,sold,Sri Lanka,Bowler
8579.0,Evin Lewis,0,0,0,0,0,0,0,0,0,sold,West Indies,Batter
8440.0,Kyle Mayers,0,0,0,0,0,0,0,0,0,sold,West Indies,Allrounder
18738.0,Karan Sharma,0,0,0,0,0,0,0,0,0,sold,India,Allrounder
13907.0,Ayush Badoni,0,0,0,0,0,0,0,0,0,sold,India,Allrounder
14504.0,Tilak Varma,0,0,0,0,0,0,0,0,0,sold,India,Batter
12337.0,Ramandeep Singh,0,0,0,0,0,0,0,0,0,sold,India,Batter
20538.0,Dewald Brevis,3.0 Cr,0,0,0,0,0,0,0,0,sold,South Africa,Batter
14190.0,Kumar Kartikeya Singh,0,0,0,0,0,0,0,0,0,unauctioned,India,Allrounder
7860.0,Tymal Mills,0,0,0,0,0,0,0,0,0,sold,England,Bowler
14595.0,Hrithik Shokeen,0,0,0,0,0,0,0,0,0,sold,India,Allrounder
11054.0,Prerak Mankad,0,0,0,0,0,0,0,0,0,sold,India,Batter
7869.0,Bhanuka Rajapaksa,0,0,0,0,0,0,0,0,0,sold,Sri Lanka,Batter
10214.0,Jitesh Sharma,20.0 L,0,0,0,0,0,0,0,0,sold,India,WK-Batter
11215.0,Odean Smith,0,0,0,0,0,0,0,0,0,sold,West Indies,Bowler
22601.0,Raj Bawa	,0,0,0,0,0,0,0,0,0,sold,India,Bowler
8616.0,Rishi Dhawan,0,0,0,0,0,0,0,0,0,sold,India,Allrounder
9554.0,Rassie van der Dussen,0,0,0,0,0,0,0,0,0,sold,South Africa,Batter
14336.0,Kuldeep Sen,0,0,0,0,0,0,0,0,0,sold,India,Bowler
11221.0,Obed McCoy,0,0,0,0,0,0,0,0,0,sold,West Indies,Bowler
12639.0,Tejas Baroka,0,0,0,0,0,0,0,0,0,sold,India,Bowler
10353.0,KC Cariappa,30.0 L,20.0 L,0,0,0,80.0 L,80.0 L,2.40 Cr,0,sold,India,Bowler
10713.0,Daryl Mitchell,0,0,0,0,0,0,0,0,0,sold,New Zealand,Allrounder
11172.0,Finn Allen ,0,0,0,0,0,0,0,0,0,sold,New Zealand,WK-Batter
14726.0,Akash Deep,20.0 L,0,0,0,0,0,0,0,0,sold,India,Bowler
6592.0,David Willey,0,0,0,0,0,0,0,0,0,sold,England,Allrounder
9582.0,Aiden Markram,0,0,0,0,0,0,0,0,0,sold,South Africa,Batter
19027.0,Umran Malik,4.0 Cr,0,0,0,0,0,0,0,0,retained,India,Bowler
13646.0,Romario Shepherd,0,0,0,0,0,0,0,0,0,sold,West Indies,Bowler
8136.0,Sean Abbott,0,0,0,0,0,0,0,0,0,sold,Australia,Allrounder
